name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency,snapshot_date
Mushkin Essentials 16 GB,48.99,"4,2133","2,8",3.062,Green / Black,14.065,15.0,2024-03-27
Crucial CT16G4XFD8266 16 GB,139.99,"4,2666","1,16",8.749,Green / Black,14.254,19.0,2024-03-27
G.Skill Trident Z Neo 64 GB,518.11,"4,3600","8,8",8.095,Black / Silver,7.778,14.0,2024-03-27
Mushkin Redline 32 GB,85.99,"4,2666","2,16",2.687,,14.254,19.0,2024-03-27
Mushkin Silverline 4 GB,33.46,"4,2133","1,4",8.365,Silver,14.065,15.0,2024-03-27
Mushkin Proline 16 GB,60.99,"4,2933","1,16",3.812,,14.32,21.0,2024-03-27
Mushkin Proline 16 GB,45.69,"4,2933","1,16",2.856,,14.32,21.0,2024-03-27
Silicon Power SP016GBSFU213B02 16 GB,41.26,"4,2133","1,16",2.579,,14.065,15.0,2024-03-27
TEAMGROUP T-Create Classic 16 GB,32.99,"4,3200","1,16",2.062,Silver / Black,13.75,22.0,2024-03-27
Mushkin Redline 32 GB,199.99,"5,5600","2,16",6.25,Black,16.429,46.0,2024-03-27
Crucial CT12864AC800 1 GB,19.98,"2,800","1,1",19.98,Green,15.0,6.0,2024-03-27
Crucial CT2KIT25664BA1339 4 GB,27.99,"3,1333","2,2",6.997,Green,13.503,9.0,2024-03-27
Kingston KTH-PL421/16G 16 GB,37.96,"4,2133","1,16",2.373,Green,14.065,15.0,2024-03-27
Mushkin Proline 32 GB,110.68,"3,1333","1,32",3.459,Silver,13.503,9.0,2024-03-27
Mushkin 976647A 8 GB,28.99,"3,1333","2,4",3.624,Black / Green,13.503,9.0,2024-03-27
Mushkin Essentials 16 GB,35.99,"3,1600","2,8",2.249,Black / Green,13.75,11.0,2024-03-27
Silicon Power SP064GBSVU560F22 64 GB,197.99,"5,5600","2,32",3.094,Black,16.429,46.0,2024-03-27
Crucial CT51264BF1339 4 GB,19.93,"3,1333","1,4",4.982,Green,13.503,9.0,2024-03-27
Mushkin Essentials 8 GB,16.95,"3,1333","1,8",2.119,Green,13.503,9.0,2024-03-27
Kingston Server Premier 8 GB,34.99,"4,2933","1,8",4.374,,14.32,21.0,2024-03-27
TEAMGROUP T-Force Zeus 32 GB,61.99,"4,3200","1,32",1.937,Red / Black,13.75,22.0,2024-03-27
Mushkin Essentials 16 GB,35.99,"3,1333","2,8",2.249,Green,13.503,9.0,2024-03-27
G.Skill F3-1600C9D-8GSL 8 GB,22.2,"3,1600","2,4",2.775,Green,11.25,9.0,2024-03-27
Patriot Signature Line 4 GB,14.99,"3,1600","1,4",3.748,Black / Green,13.75,11.0,2024-03-27
Kingston KVR16LR11D4/16HA 16 GB,32.99,"3,1600","1,16",2.062,Green,13.75,11.0,2024-03-27
Kingston ValueRAM 4 GB,30.97,"3,1333","2,2",7.742,Green,13.503,9.0,2024-03-27
Mushkin Essentials 16 GB,247.99,"3,1866","1,16",15.499,Black / Blue,13.934,13.0,2024-03-27
Crucial CT102464BF186D 8 GB,26.8,"3,1866","1,8",3.35,Green / Black,13.934,13.0,2024-03-27
Kingston FURY Impact 16 GB,43.98,"4,2666","1,16",2.749,Black,11.253,15.0,2024-03-27
Kingston ValueRAM 1 GB,40.77,"2,533","1,1",40.77,Green,15.009,4.0,2024-03-27
G.Skill F3-12800CL9S-4GBSQ 4 GB,12.99,"3,1600","1,4",3.248,Green,11.25,9.0,2024-03-27
Mushkin Essentials 8 GB,28.99,"3,1600","2,4",3.624,Green,13.75,11.0,2024-03-27
Kingston KVR16S11/8 8 GB,36.46,"3,1600","1,8",4.558,Green,13.75,11.0,2024-03-27
Patriot Signature 8 GB,38.21,"3,1333","1,8",4.776,Black,13.503,9.0,2024-03-27
G.Skill Ripjaws 8 GB,19.7,"3,1600","1,8",2.462,,13.75,11.0,2024-03-27
Corsair Mac Memory 8 GB,39.99,"3,1600","1,8",4.999,Black / Green,13.75,11.0,2024-03-27
G.Skill Ripjaws 32 GB,97.3,"4,3000","2,16",3.041,Black / Blue,10.667,16.0,2024-03-27
Kingston KTH-PL426/32G 32 GB,79.98,"4,2666","1,32",2.499,Green / Black,14.254,19.0,2024-03-27
Kingston ValueRAM 1 GB,20.95,"2,533","1,1",20.95,Green,15.009,4.0,2024-03-27
ADATA AD2S800B2G5-R 2 GB,16.45,"2,800","1,2",8.225,Green,12.5,5.0,2024-03-27
Mushkin 991647 4 GB,24.58,"3,1333","1,4",6.145,Green,13.503,9.0,2024-03-27
Transcend JetRam 2 GB,43.04,"3,1600","1,2",21.52,Green,13.75,11.0,2024-03-27
G.Skill F3-12800CL11S-4GBSQ 4 GB,42.0,"3,1600","1,4",10.5,Green,13.75,11.0,2024-03-27
Kingston Value 4 GB,24.66,"3,1333","1,4",6.165,Green,13.503,9.0,2024-03-27
Crucial CT2KIT25664BF1339 4 GB,34.99,"3,1333","2,2",8.748,Green,13.503,9.0,2024-03-27
Patriot Viper Xtreme Division 4 8 GB,150.0,"3,1866","4,2",18.75,Black / Silver,9.646,9.0,2024-03-27
Kingston KVR16N11/2 2 GB,24.59,"3,1600","1,2",12.295,Green,13.75,11.0,2024-03-27
Kingston KVR16S11S8/4 4 GB,18.97,"3,1600","1,4",4.742,,13.75,11.0,2024-03-27
Crucial CT2K4G3S1339M 8 GB,45.99,"3,1333","2,4",5.749,Green,13.503,9.0,2024-03-27
Corsair CMSO4GX3M1A1600C11 4 GB,24.99,"3,1600","1,4",6.247,Green,11.25,9.0,2024-03-27
Kingston KVR16N11H/4 4 GB,21.99,"3,1600","1,4",5.497,Green,13.75,11.0,2024-03-27
Kingston KTL-TP3CL/4G 4 GB,30.0,"3,1600","1,4",7.5,,13.75,11.0,2024-03-27
Kingston KTH-X3CL/4G 4 GB,39.99,"3,1600","1,4",9.998,,13.75,11.0,2024-03-27
Kingston KTL-TP3CL/8G 8 GB,28.99,"3,1600","1,8",3.624,,13.75,11.0,2024-03-27
Kingston KTD-L3CL/4G 4 GB,33.74,"3,1600","1,4",8.435,Green,13.75,11.0,2024-03-27
Crucial Ballistix Sport 4 GB,31.45,"3,1600","1,4",7.862,Black / Silver,11.25,9.0,2024-03-27
Kingston KVR13S9S8K2/8 8 GB,42.0,"3,1333","1,8",5.25,Green,13.503,9.0,2024-03-27
Corsair CMSO8GX3M1C1333C9 8 GB,39.99,"3,1333","1,8",4.999,Green,13.503,9.0,2024-03-27
Patriot Viper SODIMM 4 GB,35.52,"3,1600","1,4",8.88,Black / Silver,11.25,9.0,2024-03-27
Mushkin Essentials 4 GB,18.38,"3,1333","2,2",4.595,Green,13.503,9.0,2024-03-27
Samsung MV-2S1G4 1 GB,16.98,"2,800","1,1",16.98,Black,15.0,6.0,2024-03-27
Patriot PSD22G6672S 2 GB,37.99,"2,667","1,2",18.995,Blue,14.993,5.0,2024-03-27
Mushkin Essentials 4 GB,45.85,"2,667","2,2",11.463,Green,11.994,4.0,2024-03-27
Corsair CMSO4GX3M1A1333C9 4 GB,23.99,"3,1333","1,4",5.997,Green,13.503,9.0,2024-03-27
Crucial CT25664AC667 2 GB,20.37,"2,667","1,2",10.185,Green,14.993,5.0,2024-03-27
Crucial CT2KIT25664AC800 4 GB,28.99,"2,800","2,2",7.247,Green,15.0,6.0,2024-03-27
Crucial CT2KIT25664AC667 4 GB,34.99,"2,667","2,2",8.748,Green,14.993,5.0,2024-03-27
Crucial CT51264BC1067 4 GB,19.95,"3,1066","1,4",4.987,Green,13.133,7.0,2024-03-27
Crucial CT25664AC800 2 GB,13.7,"2,800","1,2",6.85,Green,15.0,6.0,2024-03-27
G.Skill F3-8500CL7D-8GBSQ 8 GB,177.0,"3,1066","2,4",22.125,Green,13.133,7.0,2024-03-27
Kingston KVR667D2SO/2GR 2 GB,22.4,"2,667","1,2",11.2,Green,14.993,5.0,2024-03-27
Kingston KVR800D2S5/2G 2 GB,18.98,"2,800","1,2",9.49,Green,12.5,5.0,2024-03-27
Crucial CT25664BA1339 2 GB,14.99,"3,1333","1,2",7.495,Green,13.503,9.0,2024-03-27
Kingston KVR667D2S5/1G 1 GB,12.81,"2,667","1,1",12.81,Green,14.993,5.0,2024-03-27
Kingston KVR533D2SO/1GR 1 GB,20.6,"2,533","1,1",20.6,Green,15.009,4.0,2024-03-27
Kingston KHX5300S2LLK2/2G 2 GB,44.99,"2,667","2,1",22.495,Blue / Silver,11.994,4.0,2024-03-27
Mushkin Essentials 4 GB,18.59,"2,667","2,2",4.647,Green,14.993,5.0,2024-03-27
Patriot Signature 8 GB,47.69,"3,1600","2,4",5.961,Green,13.75,11.0,2024-03-27
Mushkin Essentials 8 GB,185.99,"2,667","2,4",23.249,Green,14.993,5.0,2024-03-27
Mushkin Essentials 2 GB,18.37,"2,800","1,2",9.185,Green,12.5,5.0,2024-03-27
Mushkin Essentials 2 GB,29.04,"2,667","1,2",14.52,Green,14.993,5.0,2024-03-27
Mushkin Essentials 4 GB,18.38,"3,1066","2,2",4.595,Green,13.133,7.0,2024-03-27
Mushkin 996647 8 GB,23.09,"3,1333","2,4",2.886,Green,13.503,9.0,2024-03-27
Kingston ValueRAM 2 GB,24.99,"2,667","2,1",12.495,Green,14.993,5.0,2024-03-27
G.Skill Ripjaws 4 GB,12.67,"3,1600","1,4",3.167,,13.75,11.0,2024-03-27
Corsair XMS 8 GB,39.99,"3,1600","1,8",4.999,Black / White,13.75,11.0,2024-03-27
Mushkin Redline 64 GB,129.94,"4,3200","2,32",2.03,,13.75,22.0,2024-03-27
Crucial CT16G4RFD8266 16 GB,38.99,"4,2666","1,16",2.437,Green / Black,14.254,19.0,2024-03-27
VisionTek 900848 16 GB,177.2,"3,1600","1,16",11.075,Green / Black,13.75,11.0,2024-03-27
Crucial CT25664BD160BJ 2 GB,19.98,"3,1600","1,2",9.99,Green / Black,13.75,11.0,2024-03-27
Kingston KTD-PE426S8/8G 8 GB,34.61,"4,2666","1,8",4.326,Green / Black,14.254,19.0,2024-03-27
Kingston ValueRAM 8 GB,66.13,"4,2400","1,8",8.266,Green / Black,14.167,17.0,2024-03-27
PNY Performance 8 GB,22.99,"4,2666","1,8",2.874,Black,14.254,19.0,2024-03-27
Kingston Server Premier 32 GB,79.98,"4,2666","1,32",2.499,Green / Black,14.254,19.0,2024-03-27
G.Skill Trident Z Royal Elite 16 GB,169.99,"4,3600","2,8",10.624,Silver,7.778,14.0,2024-03-27
G.Skill Trident Z5 RGB 32 GB,379.99,"5,5600","2,16",11.875,White / Black,12.857,36.0,2024-03-27
Kingston ValueRAM 32 GB,117.95,"5,4800","2,16",3.686,,16.667,40.0,2024-03-27
Kingston ValueRAM 32 GB,79.95,"4,2666","1,32",2.498,,14.254,19.0,2024-03-27
Kingston ValueRAM 4 GB,23.5,"4,2666","1,4",5.875,,14.254,19.0,2024-03-27
Mushkin Silverline 16 GB,48.99,"4,2666","1,16",3.062,Silver,14.254,19.0,2024-03-27
Mushkin Proline 16 GB,60.99,"4,2666","1,16",3.812,,14.254,19.0,2024-03-27
Patriot Signature Line 4 GB,17.36,"4,2400","1,4",4.34,,15.833,19.0,2024-03-27
Thermaltake TOUGHRAM XG RGB 16 GB,179.99,"4,4000","2,8",11.249,Black / Silver,9.5,19.0,2024-03-27
Mushkin MES4S266KF4GX2 8 GB,35.99,"4,2666","2,4",4.499,,14.254,19.0,2024-03-27
G.Skill Ripjaws 4 GB,59.95,"3,1333","2,2",14.988,Black / Red,13.503,9.0,2024-03-27
G.Skill Ripjaws X 4 GB,49.98,"3,1333","2,2",12.495,Black / Red,13.503,9.0,2024-03-27
Kingston KTH-PL426D8/16G 16 GB,53.49,"4,2666","1,16",3.343,Green / Black,14.254,19.0,2024-03-27
G.Skill Trident Z 16 GB,189.0,"4,3866","2,8",11.812,Black / White,9.312,18.0,2024-03-27
G.Skill Trident Z 32 GB,215.53,"4,3200","4,8",6.735,Silver / White,8.75,14.0,2024-03-27
Mushkin Essentials 4 GB,38.89,"4,2133","1,4",9.723,Black / Green,14.065,15.0,2024-03-27
Patriot Gamer 12 GB,195.0,"3,1600","3,4",16.25,Black / Green,11.25,9.0,2024-03-27
Corsair VS1GSDS533D2 1 GB,19.98,"2,533","1,1",19.98,Green,15.009,4.0,2024-03-27
Mushkin Essentials 4 GB,17.98,"3,1066","1,4",4.495,Green,13.133,7.0,2024-03-27
Mushkin Essentials 4 GB,39.99,"2,800","2,2",9.998,Green,12.5,5.0,2024-03-27
Mushkin Essentials 2 GB,12.64,"3,1333","1,2",6.32,Green,13.503,9.0,2024-03-27
Corsair CMSO16GX3M2A1333C9 16 GB,130.16,"3,1333","2,8",8.135,Green,13.503,9.0,2024-03-27
Crucial CT25664BF1339 2 GB,12.99,"3,1333","1,2",6.495,Green,13.503,9.0,2024-03-27
Kingston KVR13S9S8/4 4 GB,19.66,"3,1333","1,4",4.915,Green,13.503,9.0,2024-03-27
Kingston KVR13N9S8H/4 4 GB,34.04,"3,1333","1,4",8.51,,13.503,9.0,2024-03-27
G.Skill F3-10600CL9D-8GBSQ 8 GB,99.0,"3,1333","2,4",12.375,Green,13.503,9.0,2024-03-27
Mushkin Essentials 8 GB,185.99,"2,800","2,4",23.249,Green,15.0,6.0,2024-03-27
VisionTek 900390 2 GB,30.93,"3,1600","1,2",15.465,Black,10.0,8.0,2024-03-27
Crucial CT4G3S1339M 4 GB,18.95,"3,1333","1,4",4.737,Black / Green,13.503,9.0,2024-03-27
Crucial CT8G3S160BM 8 GB,20.98,"3,1600","1,8",2.623,Black / Green,13.75,11.0,2024-03-27
G.Skill FA-8500CL7D-8GBSQ 8 GB,25.25,"3,1066","2,4",3.156,Black / Green,13.133,7.0,2024-03-27
VisionTek 900642 8 GB,40.34,"3,1600","1,8",5.043,Black,13.75,11.0,2024-03-27
Kingston KVR13E9/4I 4 GB,28.99,"3,1333","1,4",7.247,Green,13.503,9.0,2024-03-27
G.Skill Ripjaws 4 GB,14.79,"4,2133","1,4",3.697,Black / Blue,14.065,15.0,2024-03-27
G.Skill Ripjaws 8 GB,21.98,"4,2133","1,8",2.748,Black / Blue,14.065,15.0,2024-03-27
G.Skill Ripjaws 8 GB,22.04,"4,2400","1,8",2.755,Black,13.333,16.0,2024-03-27
G.Skill F3-1600C9S-4GSL 4 GB,20.0,"3,1600","1,4",5.0,,11.25,9.0,2024-03-27
Kingston ValueRAM 4 GB,21.81,"4,3200","1,4",5.452,,13.75,22.0,2024-03-27
Kingston KHX1600C9S3K2/4GX 4 GB,40.99,"3,1600","2,2",10.248,Blue / Silver,11.25,9.0,2024-03-27
G.Skill Sniper Gaming 16 GB,91.61,"3,2133","4,4",5.726,Black / Red,8.439,9.0,2024-03-27
G.Skill Trident Z Royal 32 GB,324.89,"4,3600","4,8",10.153,Gold,7.778,14.0,2024-03-27
Mushkin Essentials 64 GB,159.99,"4,2666","2,32",2.5,Green / Black,14.254,19.0,2024-03-27
PNY Performance 16 GB,62.88,"4,2666","1,16",3.93,Black,14.254,19.0,2024-03-27
G.Skill Trident Z Royal Elite 32 GB,359.99,"4,3600","4,8",11.25,Gold,7.778,14.0,2024-03-27
Kingston Server Premier 32 GB,99.07,"4,2666","1,32",3.096,,14.254,19.0,2024-03-27
Kingston Server Premier 16 GB,57.86,"4,2666","1,16",3.616,,14.254,19.0,2024-03-27
Kingston Server Premier 16 GB,58.92,"4,2666","1,16",3.683,,14.254,19.0,2024-03-27
Kingston Server Premier 16 GB,59.16,"4,3200","1,16",3.697,,13.75,22.0,2024-03-27
Kingston Server Premier 32 GB,98.75,"4,3200","1,32",3.086,,13.75,22.0,2024-03-27
Mushkin Redline 64 GB,266.2,"4,3600","2,32",4.159,Black,10.0,18.0,2024-03-27
Mushkin Redline 32 GB,155.05,"4,3200","2,16",4.845,Black,10.0,16.0,2024-03-27
Mushkin Redline Lumina 32 GB,87.23,"4,2666","2,16",2.726,Black,12.003,16.0,2024-03-27
Mushkin Redline Lumina 16 GB,58.11,"4,2666","2,8",3.632,Black,12.003,16.0,2024-03-27
Silicon Power SP016GBLFU266B02 16 GB,76.31,"4,2666","1,16",4.769,,14.254,19.0,2024-03-27
Thermaltake TOUGHRAM XG RGB 16 GB,165.99,"4,3600","2,8",10.374,Black / Silver,10.0,18.0,2024-03-27
Crucial CT4G4DFS6266 4 GB,30.66,"4,2666","1,4",7.665,Green,14.254,19.0,2024-03-27
VisionTek 901345 32 GB,139.49,"4,2933","1,32",4.359,Black,14.32,21.0,2024-03-27
VisionTek 901349 8 GB,58.83,"4,3200","1,8",7.354,Black,13.75,22.0,2024-03-27
Mushkin MES4S266KF8GX2 16 GB,48.99,"4,2666","2,8",3.062,,14.254,19.0,2024-03-27
G.Skill Trident Z Royal 16 GB,130.51,"4,3600","2,8",8.157,Gold,8.889,16.0,2024-03-27
G.Skill Trident Z Royal 16 GB,145.77,"4,4266","2,8",9.111,Silver,8.908,19.0,2024-03-27
Mushkin Silverline 16 GB,50.22,"4,2666","2,8",3.139,Silver / Green,14.254,19.0,2024-03-27
Kingston ValueRAM 16 GB,120.0,"4,2400","1,16",7.5,Green,14.167,17.0,2024-03-27
Corsair XMS3 8 GB,73.91,"3,1333","1,8",9.239,Black / Blue,13.503,9.0,2024-03-27
Crucial CT2K8G3S1339M 16 GB,93.99,"3,1333","2,8",5.874,Green,13.503,9.0,2024-03-27
Patriot Viper 3 8 GB,85.0,"3,1866","2,4",10.625,,9.646,9.0,2024-03-27
Corsair CMV8GX3M2A1600C11 8 GB,49.49,"3,1600","2,4",6.186,Green,13.75,11.0,2024-03-27
Crucial Ballistix Sport 4 GB,39.99,"3,1866","1,4",9.998,Black / Silver,10.718,10.0,2024-03-27
Corsair CMSO4GX3M1C1600C11 4 GB,34.98,"3,1600","1,4",8.745,Green,11.25,9.0,2024-03-27
G.Skill Aegis 16 GB,79.0,"3,1333","2,8",4.938,,13.503,9.0,2024-03-27
Corsair Mac Memory 16 GB,78.14,"3,1600","2,8",4.884,Black / Green,13.75,11.0,2024-03-27
G.Skill FA-1600C11S-8GSQ 8 GB,99.1,"3,1600","1,8",12.387,Black / Green,13.75,11.0,2024-03-27
G.Skill Ripjaws X 16 GB,169.86,"3,1600","4,4",10.616,Black / Blue,11.25,9.0,2024-03-27
GeIL Green 8 GB,78.53,"3,1333","2,4",9.816,Black / Green,13.503,9.0,2024-03-27
G.Skill Value 16 GB,90.46,"4,2400","4,4",5.654,Black,12.5,15.0,2024-03-27
Patriot Extreme Performance 32 GB,165.97,"4,2133","4,8",5.187,Black / White,14.065,15.0,2024-03-27
Kingston KVR13LSE9/8 8 GB,120.0,"3,1333","1,8",15.0,Green,13.503,9.0,2024-03-27
Kingston KVR16LE11/8I 8 GB,68.98,"3,1600","1,8",8.623,Green,13.75,11.0,2024-03-27
Corsair Vengeance LPX 16 GB,791.18,"4,2400","4,4",49.449,Blue,12.5,15.0,2024-03-27
G.Skill Ripjaws 16 GB,41.33,"4,2133","2,8",2.583,Black / Blue,14.065,15.0,2024-03-27
Crucial CT2K51264BF186DJ 8 GB,64.98,"3,1866","2,4",8.123,Black / Green,13.934,13.0,2024-03-27
G.Skill FORTIS 32 GB,115.0,"4,2400","4,8",3.594,Black / Red,13.333,16.0,2024-03-27
Crucial CT51272BA186DJ 4 GB,39.99,"3,1866","1,4",9.998,Black / Green,13.934,13.0,2024-03-27
Crucial CT2KIT51264BF160BJ 8 GB,53.99,"3,1600","2,4",6.749,Black / Green,13.75,11.0,2024-03-27
Corsair Mac Memory 16 GB,79.98,"3,1333","2,8",4.999,Black / Green,13.503,9.0,2024-03-27
Corsair Mac Memory 4 GB,23.73,"3,1066","1,4",5.933,Black / Green,13.133,7.0,2024-03-27
Crucial CT2G3S1067M 2 GB,19.98,"3,1066","1,2",9.99,Black / Green,13.133,7.0,2024-03-27
Kingston KVR16R11D8/8I 8 GB,76.95,"3,1600","1,8",9.619,Green,13.75,11.0,2024-03-27
Kingston KVR16R11D8L/8 8 GB,59.99,"3,1600","1,8",7.499,Green,13.75,11.0,2024-03-27
Kingston KVR16R11D8/8KF 8 GB,57.98,"3,1600","1,8",7.247,Green,13.75,11.0,2024-03-27
Kingston KVR16R11S4/8I 8 GB,42.74,"3,1600","1,8",5.343,Green,13.75,11.0,2024-03-27
Kingston KVR16R11S4/8 8 GB,48.4,"3,1600","1,8",6.05,Green,13.75,11.0,2024-03-27
Kingston KVR16LR11D4/16 16 GB,49.9,"3,1600","1,16",3.119,Green,13.75,11.0,2024-03-27
Kingston KTM-SX316S8/4G 4 GB,121.0,"3,1600","1,4",30.25,Green,13.75,11.0,2024-03-27
Kingston KTM-SX316S/8G 8 GB,54.5,"3,1600","1,8",6.812,Green,13.75,11.0,2024-03-27
Kingston KVR1333D3D4R9SK3/24G 24 GB,124.99,"3,1333","3,8",5.208,Green,13.503,9.0,2024-03-27
Kingston KVR1333D3LQ8R9S/8G 8 GB,69.95,"3,1333","1,8",8.744,Green,13.503,9.0,2024-03-27
Kingston KVR13LR9D4/16 16 GB,72.98,"3,1333","1,16",4.561,Green,13.503,9.0,2024-03-27
Kingston KVR13LR9D4/16HA 16 GB,48.99,"3,1333","1,16",3.062,Green,13.503,9.0,2024-03-27
Kingston KVR13R9D4K3/48 48 GB,98.99,"3,1333","3,16",2.062,Green,13.503,9.0,2024-03-27
Kingston KVR13R9D4K3/48I 48 GB,98.99,"3,1333","3,16",2.062,Green,13.503,9.0,2024-03-27
Kingston KVR16LR11S8/4HB 4 GB,65.98,"3,1600","1,4",16.495,Black / Green,13.75,11.0,2024-03-27
Kingston HyperX Fury 4 GB,36.92,"3,1866","1,4",9.23,Black,11.79,11.0,2024-03-27
Kingston Impact 16 GB,163.99,"4,2133","2,8",10.249,Black / Silver,12.189,13.0,2024-03-27
Kingston ValueRAM 16 GB,70.48,"4,2133","1,16",4.405,Black / Green,14.065,15.0,2024-03-27
Kingston ValueRAM 8 GB,59.99,"4,2133","1,8",7.499,Green / Black,14.065,15.0,2024-03-27
Kingston KVR16R11D4/16HA 16 GB,47.89,"3,1600","1,16",2.993,Green,13.75,11.0,2024-03-27
Kingston KVR18R13D4/16 16 GB,91.93,"3,1866","1,16",5.746,Blue,13.934,13.0,2024-03-27
Kingston KVR16R11S8/4EF 4 GB,64.76,"3,1600","1,4",16.19,Green,13.75,11.0,2024-03-27
Kingston KTL-TS421/8G 8 GB,48.99,"4,2133","1,8",6.124,Green,14.065,15.0,2024-03-27
Crucial CT2K4G3S160BM 8 GB,54.99,"3,1600","2,4",6.874,Green,13.75,11.0,2024-03-27
Kingston KVR16S11K2/16 16 GB,87.91,"3,1600","2,8",5.494,Green,13.75,11.0,2024-03-27
Kingston XMP 10th Anniversary 8 GB,99.98,"3,1600","2,4",12.498,Gray / Silver,11.25,9.0,2024-03-27
Crucial Ballistix Sport 8 GB,59.9,"3,1600","2,4",7.487,,11.25,9.0,2024-03-27
OCZ OCZ2M8004GK 4 GB,50.4,"2,800","2,2",12.6,Green,12.5,5.0,2024-03-27
Corsair CMSO4GX3M1C1333C9 4 GB,24.99,"3,1333","1,4",6.247,,13.503,9.0,2024-03-27
Corsair CMSO8GX3M2C1600C11 8 GB,44.99,"3,1600","2,4",5.624,Green,11.25,9.0,2024-03-27
Patriot Viper SODIMM 8 GB,47.5,"3,1600","1,8",5.938,Black / Silver,11.25,9.0,2024-03-27
Patriot Viper SODIMM 8 GB,51.23,"3,1600","2,4",6.404,Black / Silver,11.25,9.0,2024-03-27
Kingston Impact 32 GB,399.99,"4,2400","4,8",12.5,Black,12.5,15.0,2024-03-27
G.Skill Ripjaws 8 GB,21.06,"3,1866","1,8",2.632,,11.79,11.0,2024-03-27
Corsair Mac Memory 8 GB,49.47,"3,1333","1,8",6.184,Black / Green,13.503,9.0,2024-03-27
Corsair Mac Memory 8 GB,44.99,"3,1333","2,4",5.624,Black / Green,13.503,9.0,2024-03-27
Patriot Signature Apple Line 8 GB,49.19,"3,1600","2,4",6.149,Black / Green,13.75,11.0,2024-03-27
Kingston ValueRAM 48 GB,399.65,"3,1600","3,16",8.326,Black / Green,13.75,11.0,2024-03-27
Crucial CT16G4VFD4213 16 GB,54.95,"4,2133","1,16",3.434,Black / Green,14.065,15.0,2024-03-27
Kingston Impact Black 4 GB,49.99,"3,1600","1,4",12.498,Black,11.25,9.0,2024-03-27
Samsung M393B1G73DB0-YK0 8 GB,26.0,"3,1600","1,8",3.25,Black / Green,13.75,11.0,2024-03-27
Kingston KTD-PE421/16G 16 GB,53.99,"4,2133","1,16",3.374,Green,14.065,15.0,2024-03-27
Kingston KTL-TS421/16G 16 GB,149.94,"4,2133","1,16",9.371,Green,14.065,15.0,2024-03-27
Transcend TS512MSK64V3N 4 GB,94.13,"3,1333","1,4",23.532,,13.503,9.0,2024-03-27
Crucial CT2K4G3S1067M 8 GB,62.65,"3,1066","2,4",7.831,Green,13.133,7.0,2024-03-27
Kingston KCP421SS8/8 8 GB,29.91,"4,2133","1,8",3.739,Black / Green,14.065,15.0,2024-03-27
Kingston KVR24R17S8/8MA 8 GB,76.0,"4,2400","1,8",9.5,Green,14.167,17.0,2024-03-27
Mushkin Redline 32 GB,256.69,"4,3200","2,16",8.022,Red,10.0,16.0,2024-03-27
Mushkin Redline 32 GB,244.69,"4,2800","2,16",7.647,Red,12.143,17.0,2024-03-27
Mushkin Silverline 16 GB,117.66,"4,2133","1,16",7.354,Silver,14.065,15.0,2024-03-27
Mushkin Silverline 8 GB,104.38,"4,2133","1,8",13.047,Silver,14.065,15.0,2024-03-27
Mushkin Silverline 8 GB,88.47,"4,2133","1,8",11.059,Silver,14.065,15.0,2024-03-27
Mushkin Silverline 8 GB,52.46,"4,2666","1,8",6.558,Silver,14.254,19.0,2024-03-27
Patriot Signature Line 16 GB,35.99,"4,2666","1,16",2.249,,14.254,19.0,2024-03-27
Silicon Power XPOWER Zenith Gaming 64 GB,159.99,"5,5600","2,32",2.5,White,14.286,40.0,2024-03-27
Silicon Power SP016GBLFU213B02 16 GB,65.16,"4,2133","1,16",4.072,,14.065,15.0,2024-03-27
Thermaltake TOUGHRAM XG RGB 16 GB,197.66,"4,3600","2,8",12.354,Black / Silver,10.0,18.0,2024-03-27
Mushkin Proline 16 GB,50.99,"3,1866","1,16",3.187,,13.934,13.0,2024-03-27
Mushkin MES4S266KF8G 8 GB,27.99,"4,2666","1,8",3.499,,14.254,19.0,2024-03-27
Mushkin MES4S266KF16G 16 GB,45.99,"4,2666","1,16",2.874,,14.254,19.0,2024-03-27
Mushkin MES4S240HF8G 8 GB,27.99,"4,2400","1,8",3.499,,14.167,17.0,2024-03-27
Mushkin MES4S266KF4G 4 GB,38.88,"4,2666","1,4",9.72,,14.254,19.0,2024-03-27
Mushkin MES4S240HF4GX2 8 GB,35.99,"4,2400","2,4",4.499,,14.167,17.0,2024-03-27
Mushkin MES4S213FF8G18 8 GB,21.48,"4,2133","1,8",2.685,,14.065,15.0,2024-03-27
Mushkin MES4S240HF16G 16 GB,45.99,"4,2400","1,16",2.874,,14.167,17.0,2024-03-27
Crucial CT32G52C42S5 32 GB,96.99,"5,5200","1,32",3.031,Black,16.154,42.0,2024-03-27
Mushkin Redline Lumina 64 GB,169.05,"4,2666","2,32",2.641,Black,12.003,16.0,2024-03-27
Mushkin Redline 32 GB,137.52,"4,2933","2,16",4.298,,11.592,17.0,2024-03-27
Mushkin Redline 32 GB,162.37,"4,2800","2,16",5.074,Black,12.143,17.0,2024-03-27
Mushkin Redline 16 GB,107.36,"4,3600","2,8",6.71,Black,10.0,18.0,2024-03-27
G.Skill Sniper X 16 GB,362.25,"4,3200","2,8",22.641,Black / Camo,10.0,16.0,2024-03-27
Mushkin Redline 32 GB,253.99,"4,2800","2,16",7.937,Red,12.143,17.0,2024-03-27
